,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue
9759,3,83.0,4,220.25,106,2974.734799,0.005165165,0.02044187,19.03391341,0.0,Nov,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
9762,2,64.5,0,0.0,24,1151.136905,0.0,0.0186,15.27655756,0.0,Dec,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
9764,9,201.3666667,1,204.0,116,2764.290278,0.000655738,0.005854801,42.7752197,0.0,Nov,Linux,Chrome,Northern,Organic,Returning_Visitor,False,True
9777,4,157.0,0,0.0,20,834.075,0.0,0.013333333,4.84736534,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
9785,5,92.5625,0,0.0,2,99.5,0.0,0.022222222,0.0,0.0,Nov,Windows,Chrome,Central,Offline channels,New_Visitor,True,True
9792,0,0.0,0,0.0,49,2110.124603,0.0,0.004081633,62.93549178,0.0,Nov,Windows,Chrome,Central,Paid media,Returning_Visitor,False,True
9793,1,65.5,1,0.0,82,5316.459524,0.005,0.01125,77.25951671,0.0,Nov,Mac OS,Safari,North-East,Referral,Returning_Visitor,True,True
9802,8,1592.916667,2,146.6666667,14,1722.583333,0.0,0.031578947,0.0,0.0,Nov,Ubuntu,Safari,Eastern,Offline channels,New_Visitor,False,True
9803,2,44.5,0,0.0,137,7012.266796,0.008321168,0.01964546,0.0,0.0,Nov,Mac OS,Safari,Central,Paid media,Returning_Visitor,True,True
9821,0,0.0,1,77.0,58,3757.75,0.015819209,0.038418079,0.0,0.0,Nov,Windows,Opera,Central,Direct,Returning_Visitor,False,True
9827,0,0.0,0,0.0,22,1664.0,0.03030303,0.032424242,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
9831,2,64.5,1,0.0,97,2696.10873,0.003436426,0.021408935,5.770973155,0.0,Nov,Windows,Chrome,Central,Social networks,Returning_Visitor,False,True
9837,4,43.92857143,0,0.0,182,9951.359644,0.003850267,0.021183788,8.665280918,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
9838,2,569.0,1,58.5,23,941.6994048,0.0,0.008,9.331744184,0.0,Dec,Windows,Chrome,Western,Organic,New_Visitor,False,True
9843,1,2.0,0,0.0,61,1335.737854,0.0,0.002,20.15710234,0.0,Nov,Ubuntu,Mozilla,Central,Organic,Returning_Visitor,True,True
9845,13,331.9833333,5,128.0,202,8217.678753,0.001904762,0.013668745,3.651726351,0.0,Nov,Windows,Chrome,Eastern,Paid media,Returning_Visitor,True,True
9849,6,279.0,2,69.5,41,1430.25,0.0,0.009929078,3.836079931,0.0,Dec,Windows,Chrome,Northern,Others,Returning_Visitor,False,True
9854,0,0.0,0,0.0,38,907.943254,0.0,0.005405405,23.6645871,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
9873,9,904.5833333,4,83.5,132,4096.15859,0.012738095,0.022973065,8.960747931,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
9874,0,0.0,0,0.0,7,723.0,0.0,0.028571429,32.90611766,0.0,Dec,Windows,Chrome,Western,Direct,Returning_Visitor,True,True
9876,0,0.0,0,0.0,53,5504.695238,0.011538462,0.031446886,12.32661404,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
9879,1,16.0,0,0.0,44,2939.625,0.0,0.002222222,32.81205711,0.0,Nov,Windows,Chrome,South-West,Organic,Returning_Visitor,False,True
9883,5,66.4,0,0.0,39,742.6875,0.0,0.015217391,71.38981221,0.0,Dec,Windows,Chrome,Western,Referral,Returning_Visitor,False,True
9887,7,237.5,1,0.0,37,1302.518056,0.005952381,0.023185941,0.0,0.0,Dec,Linux,Chrome,Northern,Organic,Returning_Visitor,False,True
9893,0,0.0,0,0.0,7,295.0,0.028571429,0.057142857,0.0,0.0,Nov,Windows,Mozilla,Central,Organic,Returning_Visitor,False,True
9902,2,14.25,0,0.0,29,1082.75,0.0,0.006896552,84.87572674,0.0,Nov,Windows,Opera,Eastern,Organic,New_Visitor,False,True
9904,4,58.0,2,28.5,82,4729.065909,0.0,0.014544651,9.055465887,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
9908,1,21.0,0,0.0,23,529.75,0.0,0.009090909,57.3158913,0.0,Nov,Mac OS,Chrome,Central,Offline channels,New_Visitor,False,True
9913,6,198.6666667,2,89.0,148,8178.226923,0.008732719,0.021205728,6.194287817,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
9914,8,395.7083333,4,182.8,46,1461.725,0.003773585,0.014375562,13.90010917,0.0,Nov,Mac OS,Safari,Eastern,Referral,Returning_Visitor,True,True
9919,11,494.5333333,0,0.0,33,2070.616667,0.0,0.020720721,9.581162201,0.0,Nov,Windows,Opera,Central,Referral,Returning_Visitor,False,True
9925,0,0.0,0,0.0,21,1088.866667,0.0,0.010526316,16.1585582,0.0,Nov,Linux,Chrome,Central,Organic,Returning_Visitor,True,True
9939,14,352.1071429,2,759.0,64,3660.342875,0.014155251,0.023835616,9.641067457,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
9952,1,64.5,0,0.0,32,1443.641667,0.0,0.010784314,111.2629939,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
9953,0,0.0,0,0.0,8,480.0,0.0,0.028571429,14.1374752,0.0,Nov,Mac OS,Safari,Northern,Referral,New_Visitor,True,True
9957,1,19.83333333,0,0.0,17,545.0833333,0.0,0.00625,9.836358025,0.0,Nov,Linux,Chrome,South-East,Organic,New_Visitor,False,True
9958,16,301.1369048,4,886.5,78,5097.41833,0.014132104,0.030390424,7.296889074,0.0,Nov,Linux,Chrome,Northern,Organic,Returning_Visitor,True,True
9964,1,61.5,0,0.0,13,949.75,0.0,0.007692308,51.75775772,0.0,Dec,Mac OS,Safari,Central,Organic,New_Visitor,False,True
9966,3,32.25,0,0.0,27,1273.25,0.0,0.008888889,43.89691103,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,False,True
9971,18,1103.330357,8,696.8333333,359,12959.91515,0.000795756,0.008975428,7.231074783,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
9979,1,11.83333333,2,27.0,31,424.75,0.019047619,0.039292517,30.81857956,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
9988,0,0.0,0,0.0,13,1314.083333,0.0,0.008333333,103.0610827,0.0,Dec,Unix,Others,North-East,Others,Other,False,True
9994,1,8.0,2,134.5,21,507.2916667,0.008333333,0.031944444,0.0,0.0,Nov,Windows,Yandex,Central,Direct,Returning_Visitor,False,True
9998,12,252.8125,4,78.5,100,4597.124242,0.00925181,0.028496768,2.638074656,0.0,Nov,Mac OS,Safari,Central,Paid media,Returning_Visitor,True,True
9999,4,142.5,0,0.0,56,1885.33744,0.010714286,0.038102106,5.04016763,0.0,Nov,Windows,Opera,Eastern,Others,Returning_Visitor,False,True
10013,6,115.5833333,0,0.0,30,1076.958333,0.0,0.022857143,10.3889438,0.0,Nov,Windows,Chrome,Western,Referral,Returning_Visitor,True,True
10016,0,0.0,0,0.0,12,337.0,0.0,0.006666667,19.37005896,0.0,Dec,Windows,Opera,Western,Direct,Returning_Visitor,True,True
10023,0,0.0,0,0.0,37,638.25,0.005555556,0.016666667,0.0,0.0,Nov,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
10024,5,97.83333333,0,0.0,15,489.0,0.0,0.00625,81.334441,0.0,Dec,Unix,Others,North-East,Others,Other,False,True
10031,8,247.0833333,0,0.0,163,4600.540873,0.008383234,0.021052657,5.28608849,0.0,Nov,Windows,Mozilla,Eastern,Organic,Returning_Visitor,False,True
10034,9,230.6666667,0,0.0,66,2178.85,0.003555556,0.010977778,11.73221807,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,True,True
10038,0,0.0,0,0.0,24,506.452381,0.0,0.009090909,76.7910465,0.0,Nov,Windows,Mozilla,Central,Referral,New_Visitor,False,True
10040,3,99.0,0,0.0,58,1261.658333,0.0,0.003452381,0.0,0.0,Nov,Mac OS,Chrome,North-East,Organic,New_Visitor,False,True
10046,2,94.0,1,4.0,264,8584.025049,0.006289308,0.023315309,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10047,0,0.0,0,0.0,8,1004.5,0.0,0.05,27.77725875,0.0,Dec,Mac OS,Safari,Western,Direct,Returning_Visitor,False,True
10049,0,0.0,0,0.0,53,2051.466667,0.004528302,0.017735849,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10053,1,70.5,0,0.0,12,541.5357143,0.0,0.008333333,115.7819471,0.0,Nov,Windows,Opera,Eastern,Organic,New_Visitor,True,True
10063,3,22.0,0,0.0,15,259.75,0.0,0.010416667,88.80448992,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
10066,7,164.5833333,1,28.5,115,3427.665476,0.0,0.016290123,4.970219813,0.0,Nov,Windows,Chrome,Western,Paid media,Returning_Visitor,False,True
10072,0,0.0,2,82.0,134,4772.919574,0.00344942,0.01682332,5.667450916,0.0,Nov,Mac OS,Chrome,Central,Organic,Returning_Visitor,False,True
10081,4,63.75,0,0.0,13,774.7288136,0.0,0.012150434,0.0,0.0,Nov,Windows,Chrome,North-West,Organic,Returning_Visitor,False,True
10082,2,9.0,1,0.0,106,6617.791228,0.009047619,0.026412307,1.777492546,0.0,Nov,Linux,Chrome,Central,Direct,Returning_Visitor,True,True
10097,1,27.5,0,0.0,20,922.7083333,0.0,0.00952381,103.1402899,0.0,Dec,Windows,Chrome,North-West,Organic,New_Visitor,False,True
10103,1,27.5,3,17.0,1,10.0,0.0,0.04,0.0,0.0,Nov,Mac OS,Safari,Central,Offline channels,New_Visitor,False,True
10106,4,93.75,0,0.0,70,2161.388889,0.008767123,0.017491169,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
10122,3,68.28571429,0,0.0,26,741.0555556,0.014285714,0.039707071,13.24667166,0.0,Nov,Linux,Chrome,Western,Paid media,Returning_Visitor,False,True
10130,4,36.0,0,0.0,23,2359.375,0.0,0.010666667,58.20233822,0.0,Dec,Ubuntu,Chrome,Central,Direct,New_Visitor,False,True
10131,7,109.0416667,0,0.0,35,1136.083333,0.0,0.013157895,46.21605051,0.0,Nov,Linux,Chrome,Eastern,Referral,Returning_Visitor,False,True
10133,6,184.2727273,0,0.0,32,1427.689394,0.010810811,0.01966967,13.49031898,0.0,Nov,Windows,Chrome,Central,Social networks,Returning_Visitor,False,True
10137,11,570.25,0,0.0,39,1728.25,0.006666667,0.019777778,22.42576795,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10139,9,116.5416667,4,208.6666667,57,1813.250382,0.003030303,0.011897547,30.60955642,0.0,Nov,Mac OS,Chrome,Central,Organic,Returning_Visitor,False,True
10157,0,0.0,0,0.0,49,1768.980303,0.0,0.004166667,9.0847678,0.0,Nov,Linux,Chrome,Western,Others,Returning_Visitor,True,True
10159,1,13.83333333,1,0.0,200,8336.039583,0.004207921,0.017597513,3.730318306,0.0,Nov,Windows,Opera,Western,Direct,Returning_Visitor,False,True
10161,1,0.0,0,0.0,56,2627.756494,0.021052632,0.025044663,0.0,0.0,Nov,Linux,Chrome,Central,Organic,Returning_Visitor,True,True
10163,10,790.9,0,0.0,54,2702.390385,0.003076923,0.018518854,0.0,0.0,Nov,Windows,Chrome,Central,Paid media,Returning_Visitor,False,True
10164,3,52.75,0,0.0,31,3069.077778,0.006451613,0.020537634,5.793026792,0.0,Nov,Mac OS,Safari,Eastern,Organic,Returning_Visitor,False,True
10170,0,0.0,2,26.5,149,6001.171475,0.004,0.022010916,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10172,1,8.0,3,181.25,124,4722.568651,0.015892388,0.02243106,24.28901413,0.0,Nov,Mac OS,Safari,Central,Referral,Returning_Visitor,False,True
10173,3,63.0,2,204.25,20,457.25,0.009090909,0.013636364,0.0,0.0,Dec,Linux,Chrome,Southern,Organic,New_Visitor,False,True
10176,16,305.0,0,0.0,147,4123.956674,0.003797468,0.010521398,0.0,0.0,Nov,Windows,Chrome,Central,Offline channels,Returning_Visitor,False,True
10177,1,0.0,0,0.0,60,1995.416667,0.0,0.003389831,61.58171224,0.0,Nov,Windows,Mozilla,Central,Others,New_Visitor,False,True
10182,0,0.0,2,1368.0,26,650.8083333,0.0,0.014285714,0.0,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,True,True
10191,0,0.0,0,0.0,39,1346.966667,0.0,0.005128205,67.02771302,0.0,Dec,Mac OS,Safari,Western,Organic,New_Visitor,False,True
10195,12,152.75,1,0.0,219,7044.064508,0.003312325,0.015735853,11.65798375,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
10197,10,770.7388889,2,138.6666667,35,726.0388889,0.0,0.005434783,10.82357287,0.0,Nov,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
10198,7,172.375,2,52.5,226,12900.7676,0.004361055,0.017955889,44.69642794,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10203,6,315.1666667,1,85.0,10,402.8055556,0.014285714,0.014285714,0.0,0.0,Dec,Linux,Chrome,Northern,Organic,New_Visitor,False,True
10205,2,40.5,0,0.0,133,4815.701606,0.003731343,0.011738458,8.969447973,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
10218,0,0.0,0,0.0,13,597.625,0.007692308,0.034615385,0.0,0.0,Nov,Linux,Chrome,Central,Offline channels,Returning_Visitor,False,True
10221,9,387.75,0,0.0,64,980.5021994,0.000866739,0.012798697,9.581561053,0.0,Nov,Linux,Chrome,Eastern,Direct,Returning_Visitor,False,True
10226,4,55.0,0,0.0,2,13.0,0.0,0.028571429,0.0,0.0,Dec,Windows,Yandex,Western,Organic,New_Visitor,False,True
10230,5,39.0,0,0.0,13,137.0,0.0,0.011764706,0.0,0.0,Nov,Windows,Mozilla,Eastern,Organic,New_Visitor,False,True
10238,1,30.5,0,0.0,324,14213.63652,0.002063983,0.010072239,4.485584737,0.0,Nov,Windows,Chrome,North-East,Direct,Returning_Visitor,True,True
10240,0,0.0,1,0.0,44,2807.164836,0.025,0.027424242,0.0,0.0,Nov,Mac OS,Safari,Western,Organic,Returning_Visitor,False,True
10241,3,86.5,0,0.0,30,2623.916667,0.006666667,0.007619048,23.00194502,0.0,Dec,Windows,Opera,Central,Organic,New_Visitor,True,True
10247,5,64.9,0,0.0,21,1922.15,0.0,0.009333333,60.62885042,0.0,Nov,Linux,Chrome,Central,Organic,New_Visitor,False,True
10251,3,238.05,5,1488.0,104,3275.87381,0.003030303,0.010822511,1.560184165,0.0,Nov,Mac OS,Safari,Eastern,Paid media,Returning_Visitor,False,True
10255,2,55.5,0,0.0,2,26.0,0.0,0.06,0.0,0.0,Dec,Mac OS,Chrome,North-East,Referral,Returning_Visitor,True,True
10262,0,0.0,0,0.0,6,285.5,0.0,0.04,18.1695357,0.0,Nov,Mac OS,Safari,Central,Offline channels,New_Visitor,False,True
10263,2,49.5,0,0.0,260,8555.765985,0.005401961,0.017330846,0.0,0.0,Nov,Mac OS,Chrome,Central,Organic,Returning_Visitor,False,True
10264,0,0.0,0,0.0,4,76.75,0.0,0.016666667,0.0,0.0,Nov,Mac OS,Safari,South-West,Organic,New_Visitor,False,True
10268,0,0.0,0,0.0,11,205.7,0.0,0.022222222,18.85086521,0.0,Dec,Mac OS,Safari,Central,Offline channels,New_Visitor,False,True
10280,2,167.8888889,2,825.5,117,5256.472341,0.004030055,0.014604028,3.187495058,0.0,Nov,Linux,Chrome,South-East,Offline channels,Returning_Visitor,False,True
10284,1,15.0,2,4.0,108,6740.557143,0.013761468,0.032553517,24.80248887,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
10285,1,10.0,0,0.0,32,1277.75,0.0,0.006060606,78.12165404,0.0,Dec,Unix,Others,North-East,Others,Other,False,True
10288,3,371.7,5,106.0,85,2128.730927,0.003914141,0.007300316,43.71856886,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
10294,11,202.4254386,5,1767.666667,338,13265.35595,0.007520348,0.018855633,1.114150182,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10296,7,51.70833333,2,280.5,149,7569.182143,8.01e-05,0.016297591,11.37726052,0.0,Nov,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
10297,3,47.0,0,0.0,89,3436.975,0.0,0.004387373,0.0,0.0,Nov,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
10298,4,900.5,0,0.0,14,1957.5,0.0,0.014117647,105.260972,0.0,Dec,Mac OS,Safari,Eastern,Paid media,Returning_Visitor,False,True
10303,4,46.45833333,0,0.0,82,2875.615909,0.0,0.007267442,27.75787044,0.0,Nov,Windows,Mozilla,Eastern,Direct,Returning_Visitor,False,True
10318,9,444.2847222,0,0.0,534,18504.12621,0.010856514,0.023309001,2.54795624,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,True,True
10328,0,0.0,0,0.0,22,348.4333333,0.028571429,0.041269841,0.0,0.0,Nov,Mac OS,WebView,North-West,Others,Returning_Visitor,False,True
10333,12,394.1,0,0.0,30,917.25,0.0,0.005405405,0.0,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,True,True
10338,1,0.0,0,0.0,37,1731.5,0.0,0.005263158,17.22281788,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,False,True
10339,0,0.0,0,0.0,171,6793.383281,0.007766272,0.023198706,2.381971158,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
10340,3,36.0,2,16.0,74,4377.708157,0.02,0.029308735,0.0,0.0,Nov,Mac OS,Chrome,Eastern,Organic,Returning_Visitor,False,True
10349,0,0.0,0,0.0,13,562.25,0.0,0.015384615,34.97250838,0.0,Nov,Mac OS,Safari,Central,Organic,New_Visitor,False,True
10350,5,613.5,0,0.0,470,14129.8808,0.0,0.00362107,13.38149414,0.0,Nov,Ubuntu,Chrome,North-East,Organic,Returning_Visitor,True,True
10351,2,87.83333333,1,113.0,67,4868.0,0.0,0.003174603,48.45370723,0.0,Dec,Windows,Chrome,South-East,Organic,Returning_Visitor,False,True
10352,5,68.0,2,9.0,32,1195.583333,0.01981982,0.036486486,32.0201901,0.0,Nov,Windows,Opera,Eastern,Organic,Returning_Visitor,False,True
10354,3,62.5,0,0.0,46,1048.107143,0.004,0.013,20.88414313,0.0,Dec,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10362,9,395.8785714,0,0.0,124,3959.145344,0.004871324,0.014283416,3.464444066,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10363,4,83.25,0,0.0,152,4307.409559,0.002631579,0.005971036,0.305312057,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10364,2,131.5,0,0.0,26,1960.475,0.007407407,0.024074074,33.69233226,0.0,Nov,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
10369,0,0.0,0,0.0,21,1051.166667,0.0,0.00952381,14.14084367,0.0,Nov,Mac OS,WebView,Northern,Paid Search,New_Visitor,True,True
10370,0,0.0,3,96.5,76,1966.092332,0.007876231,0.014700317,0.0,0.0,Dec,Linux,Chrome,Central,Organic,Returning_Visitor,False,True
10381,3,75.5,1,0.0,130,4737.087716,0.006060606,0.011475964,43.77424082,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10383,3,53.0,5,9.5,218,8205.68794,0.02357037,0.039663918,1.18073661,0.0,Nov,Mac OS,Safari,Eastern,Referral,Returning_Visitor,False,True
10385,7,154.0,3,248.1666667,34,886.4791667,0.0,0.005128205,77.801588,0.0,Dec,Windows,Chrome,Central,Organic,New_Visitor,False,True
10387,7,235.75,4,66.5,37,729.7916667,0.004545455,0.018181818,60.42298474,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10392,9,320.2708333,2,298.3333333,51,1788.370821,0.016969697,0.014709835,8.21617792,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
10399,1,131.5,1,19.0,62,1524.962997,0.0,0.003266621,83.96813664,0.0,Nov,Windows,Chrome,Central,Organic,New_Visitor,False,True
10401,4,68.10769231,6,1022.25,104,8130.964914,0.003787879,0.01763475,5.907475939,0.0,Nov,Mac OS,Safari,Western,Organic,Returning_Visitor,False,True
10409,4,118.5,1,8.5,62,2910.632251,0.005833333,0.017587302,25.05062136,0.0,Nov,Linux,Chrome,Central,Organic,Returning_Visitor,False,True
10412,7,86.27777778,2,21.0,80,2170.286706,0.003571429,0.021527778,25.76598645,0.0,Nov,Linux,Chrome,Central,Paid media,Returning_Visitor,True,True
10420,10,143.5833333,1,92.0,245,7793.158685,0.001587302,0.004610177,59.42458922,0.0,Nov,Linux,Chrome,Central,Offline channels,Returning_Visitor,False,True
10424,2,28.0,0,0.0,51,2587.766667,0.0,0.007434641,21.47448516,0.0,Nov,Ubuntu,Chrome,Eastern,Paid media,Returning_Visitor,False,True
10427,1,5.0,0,0.0,63,1405.327056,0.003174603,0.006349206,8.44235219,0.0,Nov,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
10432,2,75.0,0,0.0,29,1279.089286,0.003333333,0.014166667,35.60912359,0.0,Nov,Windows,Chrome,Eastern,Others,Returning_Visitor,False,True
10433,1,22.75,0,0.0,1,0.0,0.0,0.066666667,0.0,0.0,Dec,Mac OS,Safari,Central,Offline channels,New_Visitor,False,True
10438,6,218.5714286,0,0.0,35,1760.613095,0.0,0.01375,16.81772593,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10439,0,0.0,0,0.0,7,284.5,0.0,0.028571429,128.4686939,0.0,Dec,Windows,Chrome,Western,Paid media,Returning_Visitor,False,True
10440,9,198.4333333,7,636.75,113,3312.879422,0.004032258,0.016482015,0.0,0.0,Nov,Windows,Chrome,Northern,Organic,Returning_Visitor,False,True
10442,2,90.0,0,0.0,19,921.6,0.02,0.03,55.46963196,0.0,Nov,Linux,Chrome,Eastern,Offline channels,Returning_Visitor,False,True
10451,7,86.75,1,0.0,101,3094.366667,0.000269542,0.014951401,56.72227169,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10463,2,11.0,0,0.0,132,4424.916667,0.00610687,0.020093774,14.99601118,0.0,Nov,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
10466,2,87.5,0,0.0,29,1352.133333,0.0,0.025287356,34.60160214,0.0,Nov,Linux,Chrome,North-West,Organic,Returning_Visitor,True,True
10477,0,0.0,0,0.0,69,3621.066667,0.001492537,0.02032147,0.0,0.0,Nov,Windows,Safari,Central,Organic,Returning_Visitor,False,True
10480,0,0.0,0,0.0,16,898.7583333,0.00625,0.014583333,0.0,0.0,Nov,Mac OS,Safari,Central,Direct,Returning_Visitor,False,True
10481,4,80.0,0,0.0,326,11945.62954,0.001849665,0.017527555,0.0,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10482,0,0.0,0,0.0,16,824.2291667,0.0,0.045138889,0.0,0.0,Dec,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10488,0,0.0,0,0.0,57,2167.126924,0.008181818,0.017137357,12.360043,0.0,Nov,Linux,Chrome,Eastern,Direct,Returning_Visitor,True,True
10491,6,82.2,0,0.0,176,5505.401209,0.0,0.005809793,10.59423174,0.0,Nov,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
10495,7,133.4666667,4,46.5,26,1357.833333,0.0,0.018487395,18.26940096,0.0,Nov,Linux,Chrome,North-East,Organic,New_Visitor,True,True
10496,0,0.0,0,0.0,8,97.0,0.0,0.025,0.0,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10500,0,0.0,0,0.0,15,281.7380952,0.0,0.001923077,57.82473775,0.0,Nov,Windows,Mozilla,Central,Organic,New_Visitor,False,True
10509,5,501.75,0,0.0,18,628.5833333,0.004761905,0.012698413,37.02263046,0.0,Nov,Windows,Chrome,Eastern,Referral,Returning_Visitor,False,True
10511,1,2.0,1,0.0,77,2476.154789,0.005128205,0.02648199,0.0,0.0,Dec,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10513,1,21.0,0,0.0,81,2930.722222,0.003658537,0.018943089,0.0,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,True,True
10514,2,67.5,0,0.0,10,268.0,0.0,0.018181818,59.51850423,0.0,Dec,Windows,Chrome,Central,Organic,New_Visitor,False,True
10515,3,334.0,0,0.0,32,4316.833333,0.0,0.003030303,42.70505393,0.0,Dec,Unix,Others,North-East,Others,Other,False,True
10516,0,0.0,1,0.0,82,2710.381731,0.004938272,0.021957672,0.0,0.0,Nov,Linux,Chrome,Eastern,Organic,Returning_Visitor,False,True
10519,1,14.0,0,0.0,14,988.0625,0.014285714,0.028571429,68.84905671,0.0,Dec,Windows,Opera,North-East,Direct,Returning_Visitor,False,True
10520,0,0.0,0,0.0,3,428.5,0.0,0.066666667,0.0,0.0,Nov,Mac OS,Safari,Eastern,Offline channels,Returning_Visitor,False,True
10525,8,108.8333333,0,0.0,21,780.5833333,0.008695652,0.017391304,25.03946022,0.0,Nov,Windows,Opera,Central,Referral,New_Visitor,False,True
10531,0,0.0,0,0.0,8,335.25,0.1,0.108333333,0.0,0.0,Nov,Linux,Others,Central,Direct,Returning_Visitor,False,True
10532,0,0.0,0,0.0,24,783.375,0.0,0.004166667,15.75636267,0.0,Nov,Mac OS,Safari,Western,Referral,Returning_Visitor,False,True
10533,0,0.0,1,5.0,27,1095.658333,0.017857143,0.01547619,60.73155753,0.0,Nov,Mac OS,Safari,Central,Paid media,Returning_Visitor,True,True
10543,0,0.0,1,22.0,40,1284.569048,0.00625,0.019791667,0.0,0.0,Nov,Mac OS,Safari,North-East,Organic,Returning_Visitor,True,True
10546,1,0.0,2,9.0,44,814.1547619,0.0,0.023188406,0.0,0.0,Nov,Ubuntu,Chrome,Central,Paid media,Returning_Visitor,False,True
10547,2,143.25,0,0.0,38,2508.413853,0.0,0.00745614,54.16451768,0.0,Nov,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
10551,0,0.0,1,16.0,25,902.0833333,0.0,0.007692308,0.0,0.0,Dec,Linux,Samsung,Eastern,Organic,New_Visitor,False,True
10559,0,0.0,0,0.0,15,428.0,0.0,0.014285714,89.13481061,0.0,Nov,Mac OS,WebView,Eastern,Paid Search,Returning_Visitor,True,True
10579,3,32.0,2,9.0,16,1760.6,0.0,0.033333333,0.0,0.0,Nov,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
10587,5,59.52777778,3,124.25,156,5189.960659,0.001234568,0.008928986,20.50963783,0.0,Nov,Windows,Chrome,Southern,Direct,Returning_Visitor,False,True
10593,3,107.2083333,0,0.0,17,513.25,0.0,0.012030075,17.54619116,0.0,Nov,Windows,Chrome,Central,Paid media,Returning_Visitor,False,True
10601,6,61.0,0,0.0,21,585.3916667,0.0,0.007692308,0.0,0.0,Dec,Windows,Chrome,Western,Direct,New_Visitor,False,True
10606,11,216.2285714,6,704.75,304,11250.48672,0.006697236,0.018717242,1.37270775,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
10611,0,0.0,0,0.0,84,4894.851299,0.002682927,0.028446662,0.0,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,True,True
